[7823, 8211] 102
[11407, 7671] 748
[11087, 7671] 780
[15365, 7671] 686
[13420, 7671] 696
[14140, 7671] 554
[17207, 7671] 510
[15728, 7671] 708
[13470, 7671] 400
[18089, 7671] 630
[17812, 7671] 562
[20006, 7671] 672
[18703, 7671] 558
[18458, 7671] 632
[19155, 7671] 670
[19039, 7671] 528
[20436, 7671] 598
[27386, 7671] 862
[21116, 7671] 714
[24352, 7671] 756
[23742, 7671] 754
[20848, 7671] 598
[23411, 7671] 756
[23994, 7671] 754
[27316, 7671] 946
[27411, 7671] 904
[27395, 7671] 908
[25182, 7671] 862
[25498, 7671] 934
[27364, 7671] 818
[27376, 7671] 858
[28009, 7671] 826
[28236, 7671] 852
[24027, 7671] 806
[25118, 7671] 840
[26039, 7671] 838
[28002, 7671] 828
[28229, 7671] 854
[22136, 7671] 696
[23295, 7671] 760
[24131, 7671] 728
[20079, 7671] 554
[21061, 7671] 668
[20745, 7671] 596
[20627, 7671] 606
[21300, 7671] 674
[20231, 7671] 610
[18954, 7671] 518
[19484, 7671] 536
[20156, 7671] 602
[21241, 7671] 658
[28378, 7671] 966
[28619, 7671] 914
[32792, 7671] 1056
[33414, 7671] 1194
[30162, 7671] 1176
[28748, 7671] 974
[32062, 7671] 1190
[30155, 7671] 1178
[30329, 7671] 1068
[30892, 7671] 972
[32020, 7671] 1090
[31998, 7671] 1042
[32202, 7671] 1186
[25351, 7671] 962
[26326, 7671] 1048
[27443, 7671] 1036
[32562, 7671] 1458
[32746, 7671] 1482
[1813, 1592] 54
[10688, 1592] 368
[10129, 1592] 372
[10367, 1592] 344
[8169, 1592] 256
[10635, 1592] 472
[10417, 1592] 468
[8236, 1592] 278
[6205, 1592] 178
[6686, 1592] 166
[3527, 1592] 92
[8210, 1592] 264
[16230, 1592] 462
[8643, 1592] 280
[10955, 1592] 730
[11356, 1592] 704
[12593, 1592] 684
[13107, 1592] 680
[14605, 1592] 662
[16008, 1592] 644
[12670, 1592] 652
[11407, 1592] 704
[11087, 1592] 736
[15365, 1592] 642
[13420, 1592] 652
[14140, 1592] 510
[17207, 1592] 470
[15728, 1592] 664
[13470, 1592] 612
[18089, 1592] 874
[17812, 1592] 774
[20006, 1592] 908
[18703, 1592] 794
[18458, 1592] 876
[19155, 1592] 898
[19039, 1592] 576
[20436, 1592] 810
[27386, 1592] 946
[21116, 1592] 926
[24352, 1592] 968
[23742, 1592] 966
[20848, 1592] 606
[23411, 1592] 732
[23994, 1592] 858
[27316, 1592] 1022
[27411, 1592] 980
[27395, 1592] 984
[25182, 1592] 938
[25498, 1592] 1010
[27364, 1592] 902
[27376, 1592] 942
[28009, 1592] 918
[28236, 1592] 948
[24027, 1592] 882
[25118, 1592] 916
[26039, 1592] 922
[28002, 1592] 932
[28229, 1592] 958
[22136, 1592] 772
[23295, 1592] 836
[24131, 1592] 832
[20079, 1592] 630
[21061, 1592] 764
[20745, 1592] 808
[20627, 1592] 818
[21300, 1592] 794
[20231, 1592] 822
[18954, 1592] 590
[19484, 1592] 612
[20156, 1592] 678
[21241, 1592] 734
[28378, 1592] 1042
[28619, 1592] 1142
[32792, 1592] 1268
[33414, 1592] 1406
[30162, 1592] 1252
[28748, 1592] 1122
[32062, 1592] 1266
[30155, 1592] 1254
[30329, 1592] 1144
[30892, 1592] 1120
[32020, 1592] 1166
[31998, 1592] 1118
[32202, 1592] 1262
[25351, 1592] 1190
[26326, 1592] 1276
[27443, 1592] 1264
[32562, 1592] 1686
[32746, 1592] 1710
[10688, 1813] 370
[10129, 1813] 374
[10367, 1813] 346
[8169, 1813] 258
[10635, 1813] 474
[10417, 1813] 470
[8236, 1813] 280
[6205, 1813] 180
[6686, 1813] 152
[3527, 1813] 94
[8210, 1813] 266
[16230, 1813] 464
[8643, 1813] 282
[10955, 1813] 732
[11356, 1813] 706
[12593, 1813] 686
[13107, 1813] 682
[14605, 1813] 664
[16008, 1813] 646
[12670, 1813] 654
[11407, 1813] 706
[11087, 1813] 738
[15365, 1813] 644
[13420, 1813] 654
[14140, 1813] 512
[17207, 1813] 472
[15728, 1813] 666
[13470, 1813] 596
[18089, 1813] 846
[17812, 1813] 758
[20006, 1813] 888
[18703, 1813] 774
[18458, 1813] 848
[19155, 1813] 882
[19039, 1813] 578
[20436, 1813] 794
[27386, 1813] 948
[21116, 1813] 910
[24352, 1813] 952
[23742, 1813] 950
[20848, 1813] 608
[23411, 1813] 734
[23994, 1813] 860
[27316, 1813] 1024
[27411, 1813] 982
[27395, 1813] 986
[25182, 1813] 940
[25498, 1813] 1012
[27364, 1813] 904
[27376, 1813] 944
[28009, 1813] 920
[28236, 1813] 950
[24027, 1813] 884
[25118, 1813] 918
[26039, 1813] 924
[28002, 1813] 934
[28229, 1813] 960
[22136, 1813] 774
[23295, 1813] 838
[24131, 1813] 834
[20079, 1813] 632
[21061, 1813] 766
[20745, 1813] 792
[20627, 1813] 802
[21300, 1813] 796
[20231, 1813] 806
[18954, 1813] 592
[19484, 1813] 614
[20156, 1813] 680
[21241, 1813] 736
[28378, 1813] 1044
[28619, 1813] 1126
[32792, 1813] 1268
[33414, 1813] 1406
[30162, 1813] 1254
[28748, 1813] 1124
[32062, 1813] 1268
[30155, 1813] 1256
[30329, 1813] 1146
[30892, 1813] 1122
[32020, 1813] 1168
[31998, 1813] 1120
[32202, 1813] 1264
[25351, 1813] 1174
[26326, 1813] 1260
[27443, 1813] 1248
[32562, 1813] 1670
[32746, 1813] 1694
[10129, 10688] 32
[10367, 10688] 52
[8169, 10688] 148
[10635, 10688] 148
[10417, 10688] 144
[8236, 10688] 158
[6205, 10688] 234
[6686, 10688] 242
[3527, 10688] 300
[8210, 10688] 152
[16230, 10688] 134
[8643, 10688] 128
[10955, 10688] 402
[11356, 10688] 376
[12593, 10688] 356
[13107, 10688] 352
[14605, 10688] 334
[16008, 10688] 316
[12670, 10688] 324
[11407, 10688] 376
[11087, 10688] 408
[15365, 10688] 314
[13420, 10688] 324
[14140, 10688] 182
[17207, 10688] 142
[15728, 10688] 336
[13470, 10688] 292
[18089, 10688] 654
[17812, 10688] 454
[20006, 10688] 588
[18703, 10688] 474
[18458, 10688] 628
[19155, 10688] 578
[19039, 10688] 248
[20436, 10688] 490
[27386, 10688] 618
[21116, 10688] 606
[24352, 10688] 648
[23742, 10688] 646
[20848, 10688] 278
[23411, 10688] 404
[23994, 10688] 530
[27316, 10688] 694
[27411, 10688] 652
[27395, 10688] 656
[25182, 10688] 610
[25498, 10688] 682
[27364, 10688] 574
[27376, 10688] 614
[28009, 10688] 590
[28236, 10688] 620
[24027, 10688] 554
[25118, 10688] 588
[26039, 10688] 594
[28002, 10688] 604
[28229, 10688] 630
[22136, 10688] 444
[23295, 10688] 508
[24131, 10688] 504
[20079, 10688] 302
[21061, 10688] 436
[20745, 10688] 488
[20627, 10688] 498
[21300, 10688] 466
[20231, 10688] 502
[18954, 10688] 262
[19484, 10688] 284
[20156, 10688] 350
[21241, 10688] 406
[28378, 10688] 714
[28619, 10688] 822
[32792, 10688] 940
[33414, 10688] 1078
[30162, 10688] 924
[28748, 10688] 794
[32062, 10688] 938
[30155, 10688] 926
[30329, 10688] 816
[30892, 10688] 792
[32020, 10688] 838
[31998, 10688] 790
[32202, 10688] 934
[25351, 10688] 870
[26326, 10688] 956
[27443, 10688] 944
[32562, 10688] 1366
[32746, 10688] 1390
[10367, 10129] 56
[8169, 10129] 152
[10635, 10129] 160
[10417, 10129] 156
[8236, 10129] 162
[6205, 10129] 238
[6686, 10129] 246
[3527, 10129] 304
[8210, 10129] 156
[16230, 10129] 146
[8643, 10129] 132
[10955, 10129] 414
[11356, 10129] 388
[12593, 10129] 368
[13107, 10129] 364
[14605, 10129] 346
[16008, 10129] 328
[12670, 10129] 336
[11407, 10129] 388
[11087, 10129] 420
[15365, 10129] 326
[13420, 10129] 336
[14140, 10129] 194
[17207, 10129] 154
[15728, 10129] 348
[13470, 10129] 304
[18089, 10129] 666
[17812, 10129] 466
[20006, 10129] 600
[18703, 10129] 486
[18458, 10129] 640
[19155, 10129] 590
[19039, 10129] 260
[20436, 10129] 502
[27386, 10129] 630
[21116, 10129] 618
[24352, 10129] 660
[23742, 10129] 658
[20848, 10129] 290
[23411, 10129] 416
[23994, 10129] 542
[27316, 10129] 706
[27411, 10129] 664
[27395, 10129] 668
[25182, 10129] 622
[25498, 10129] 694
[27364, 10129] 586
[27376, 10129] 626
[28009, 10129] 602
[28236, 10129] 632
[24027, 10129] 566
[25118, 10129] 600
[26039, 10129] 606
[28002, 10129] 616
[28229, 10129] 642
[22136, 10129] 456
[23295, 10129] 520
[24131, 10129] 516
[20079, 10129] 314
[21061, 10129] 448
[20745, 10129] 500
[20627, 10129] 510
[21300, 10129] 478
[20231, 10129] 514
[18954, 10129] 274
[19484, 10129] 296
[20156, 10129] 362
[21241, 10129] 418
[28378, 10129] 726
[28619, 10129] 834
[32792, 10129] 952
[33414, 10129] 1090
[30162, 10129] 936
[28748, 10129] 806
[32062, 10129] 950
[30155, 10129] 938
[30329, 10129] 828
[30892, 10129] 804
[32020, 10129] 850
[31998, 10129] 802
[32202, 10129] 946
[25351, 10129] 882
[26326, 10129] 968
[27443, 10129] 956
[32562, 10129] 1378
[32746, 10129] 1402
[8169, 10367] 124
[10635, 10367] 156
[10417, 10367] 152
[8236, 10367] 134
[6205, 10367] 210
[6686, 10367] 218
[3527, 10367] 276
[8210, 10367] 128
[16230, 10367] 146
[8643, 10367] 104
[10955, 10367] 414
[11356, 10367] 388
[12593, 10367] 368
[13107, 10367] 364
[14605, 10367] 346
[16008, 10367] 328
[12670, 10367] 336
[11407, 10367] 388
[11087, 10367] 420
[15365, 10367] 326
[13420, 10367] 336
[14140, 10367] 194
[17207, 10367] 154
[15728, 10367] 348
[13470, 10367] 304
[18089, 10367] 666
[17812, 10367] 466
[20006, 10367] 600
[18703, 10367] 486
[18458, 10367] 640
[19155, 10367] 590
[19039, 10367] 260
[20436, 10367] 502
[27386, 10367] 630
[21116, 10367] 618
[24352, 10367] 660
[23742, 10367] 658
[20848, 10367] 290
[23411, 10367] 416
[23994, 10367] 542
[27316, 10367] 706
[27411, 10367] 664
[27395, 10367] 668
[25182, 10367] 622
[25498, 10367] 694
[27364, 10367] 586
[27376, 10367] 626
[28009, 10367] 602
[28236, 10367] 632
[24027, 10367] 566
[25118, 10367] 600
[26039, 10367] 606
[28002, 10367] 616
[28229, 10367] 642
[22136, 10367] 456
[23295, 10367] 520
[24131, 10367] 516
[20079, 10367] 314
[21061, 10367] 448
[20745, 10367] 500
[20627, 10367] 510
[21300, 10367] 478
[20231, 10367] 514
[18954, 10367] 274
[19484, 10367] 296
[20156, 10367] 362
[21241, 10367] 418
[28378, 10367] 726
[28619, 10367] 834
[32792, 10367] 952
[33414, 10367] 1090
[30162, 10367] 936
[28748, 10367] 806
[32062, 10367] 950
[30155, 10367] 938
[30329, 10367] 828
[30892, 10367] 804
[32020, 10367] 850
[31998, 10367] 802
[32202, 10367] 946
[25351, 10367] 882
[26326, 10367] 968
[27443, 10367] 956
[32562, 10367] 1378
[32746, 10367] 1402
[10635, 8169] 252
[10417, 8169] 248
[8236, 8169] 70
[6205, 8169] 122
[6686, 8169] 130
[3527, 8169] 188
[8210, 8169] 32
[16230, 8169] 242
[8643, 8169] 60
[10955, 8169] 510
[11356, 8169] 484
[12593, 8169] 464
[13107, 8169] 460
[14605, 8169] 442
[16008, 8169] 424
[12670, 8169] 432
[11407, 8169] 484
[11087, 8169] 516
[15365, 8169] 422
[13420, 8169] 432
[14140, 8169] 290
[17207, 8169] 250
[15728, 8169] 444
[13470, 8169] 400
[18089, 8169] 666
[17812, 8169] 562
[20006, 8169] 696
[18703, 8169] 582
[18458, 8169] 668
[19155, 8169] 686
[19039, 8169] 356
[20436, 8169] 598
[27386, 8169] 726
[21116, 8169] 714
[24352, 8169] 756
[23742, 8169] 754
[20848, 8169] 386
[23411, 8169] 512
[23994, 8169] 638
[27316, 8169] 802
[27411, 8169] 760
[27395, 8169] 764
[25182, 8169] 718
[25498, 8169] 790
[27364, 8169] 682
[27376, 8169] 722
[28009, 8169] 698
[28236, 8169] 728
[24027, 8169] 662
[25118, 8169] 696
[26039, 8169] 702
[28002, 8169] 712
[28229, 8169] 738
[22136, 8169] 552
[23295, 8169] 616
[24131, 8169] 612
[20079, 8169] 410
[21061, 8169] 544
[20745, 8169] 596
[20627, 8169] 606
[21300, 8169] 574
[20231, 8169] 610
[18954, 8169] 370
[19484, 8169] 392
[20156, 8169] 458
[21241, 8169] 514
[28378, 8169] 822
[28619, 8169] 930
[32792, 8169] 1048
[33414, 8169] 1186
[30162, 8169] 1032
[28748, 8169] 902
[32062, 8169] 1046
[30155, 8169] 1034
[30329, 8169] 924
[30892, 8169] 900
[32020, 8169] 946
[31998, 8169] 898
[32202, 8169] 1042
[25351, 8169] 978
[26326, 8169] 1064
[27443, 8169] 1052
[32562, 8169] 1474
[32746, 8169] 1498
[10417, 10635] 36
[8236, 10635] 262
[6205, 10635] 338
[6686, 10635] 346
[3527, 10635] 404
[8210, 10635] 256
[16230, 10635] 170
[8643, 10635] 232
[10955, 10635] 438
[11356, 10635] 412
[12593, 10635] 392
[13107, 10635] 388
[14605, 10635] 370
[16008, 10635] 352
[12670, 10635] 360
[11407, 10635] 412
[11087, 10635] 444
[15365, 10635] 350
[13420, 10635] 360
[14140, 10635] 218
[17207, 10635] 178
[15728, 10635] 372
[13470, 10635] 328
[18089, 10635] 690
[17812, 10635] 490
[20006, 10635] 624
[18703, 10635] 510
[18458, 10635] 664
[19155, 10635] 614
[19039, 10635] 284
[20436, 10635] 526
[27386, 10635] 654
[21116, 10635] 642
[24352, 10635] 684
[23742, 10635] 682
[20848, 10635] 314
[23411, 10635] 440
[23994, 10635] 566
[27316, 10635] 730
[27411, 10635] 688
[27395, 10635] 692
[25182, 10635] 646
[25498, 10635] 718
[27364, 10635] 610
[27376, 10635] 650
[28009, 10635] 626
[28236, 10635] 656
[24027, 10635] 590
[25118, 10635] 624
[26039, 10635] 630
[28002, 10635] 640
[28229, 10635] 666
[22136, 10635] 480
[23295, 10635] 544
[24131, 10635] 540
[20079, 10635] 338
[21061, 10635] 472
[20745, 10635] 524
[20627, 10635] 534
[21300, 10635] 502
[20231, 10635] 538
[18954, 10635] 298
[19484, 10635] 320
[20156, 10635] 386
[21241, 10635] 442
[28378, 10635] 750
[28619, 10635] 858
[32792, 10635] 976
[33414, 10635] 1114
[30162, 10635] 960
[28748, 10635] 830
[32062, 10635] 974
[30155, 10635] 962
[30329, 10635] 852
[30892, 10635] 828
[32020, 10635] 874
[31998, 10635] 826
[32202, 10635] 970
[25351, 10635] 906
[26326, 10635] 992
[27443, 10635] 980
[32562, 10635] 1402
[32746, 10635] 1426
[8236, 10417] 258
[6205, 10417] 334
[6686, 10417] 342
[3527, 10417] 400
[8210, 10417] 252
[16230, 10417] 166
[8643, 10417] 228
[10955, 10417] 434
[11356, 10417] 408
[12593, 10417] 388
[13107, 10417] 384
[14605, 10417] 366
[16008, 10417] 348
[12670, 10417] 356
[11407, 10417] 408
[11087, 10417] 440
[15365, 10417] 346
[13420, 10417] 356
[14140, 10417] 214
[17207, 10417] 174
[15728, 10417] 368
[13470, 10417] 324
[18089, 10417] 686
[17812, 10417] 486
[20006, 10417] 620
[18703, 10417] 506
[18458, 10417] 660
[19155, 10417] 610
[19039, 10417] 280
[20436, 10417] 522
[27386, 10417] 650
[21116, 10417] 638
[24352, 10417] 680
[23742, 10417] 678
[20848, 10417] 310
[23411, 10417] 436
[23994, 10417] 562
[27316, 10417] 726
[27411, 10417] 684
[27395, 10417] 688
[25182, 10417] 642
[25498, 10417] 714
[27364, 10417] 606
[27376, 10417] 646
[28009, 10417] 622
[28236, 10417] 652
[24027, 10417] 586
[25118, 10417] 620
[26039, 10417] 626
[28002, 10417] 636
[28229, 10417] 662
[22136, 10417] 476
[23295, 10417] 540
[24131, 10417] 536
[20079, 10417] 334
[21061, 10417] 468
[20745, 10417] 520
[20627, 10417] 530
[21300, 10417] 498
[20231, 10417] 534
[18954, 10417] 294
[19484, 10417] 316
[20156, 10417] 382
[21241, 10417] 438
[28378, 10417] 746
[28619, 10417] 854
[32792, 10417] 972
[33414, 10417] 1110
[30162, 10417] 956
[28748, 10417] 826
[32062, 10417] 970
[30155, 10417] 958
[30329, 10417] 848
[30892, 10417] 824
[32020, 10417] 870
[31998, 10417] 822
[32202, 10417] 966
[25351, 10417] 902
[26326, 10417] 988
[27443, 10417] 976
[32562, 10417] 1398
[32746, 10417] 1422
[6205, 8236] 144
[6686, 8236] 152
[3527, 8236] 210
[8210, 8236] 74
[16230, 8236] 252
[8643, 8236] 70
[10955, 8236] 520
[11356, 8236] 494
[12593, 8236] 474
[13107, 8236] 470
[14605, 8236] 452
[16008, 8236] 434
[12670, 8236] 442
[11407, 8236] 494
[11087, 8236] 526
[15365, 8236] 432
[13420, 8236] 442
[14140, 8236] 300
[17207, 8236] 260
[15728, 8236] 454
[13470, 8236] 366
[18089, 8236] 628
[17812, 8236] 528
[20006, 8236] 662
[18703, 8236] 548
[18458, 8236] 630
[19155, 8236] 652
[19039, 8236] 366
[20436, 8236] 564
[27386, 8236] 736
[21116, 8236] 680
[24352, 8236] 722
[23742, 8236] 720
[20848, 8236] 396
[23411, 8236] 522
[23994, 8236] 648
[27316, 8236] 812
[27411, 8236] 770
[27395, 8236] 774
[25182, 8236] 728
[25498, 8236] 800
[27364, 8236] 692
[27376, 8236] 732
[28009, 8236] 708
[28236, 8236] 738
[24027, 8236] 672
[25118, 8236] 706
[26039, 8236] 712
[28002, 8236] 722
[28229, 8236] 748
[22136, 8236] 562
[23295, 8236] 626
[24131, 8236] 622
[20079, 8236] 420
[21061, 8236] 554
[20745, 8236] 562
[20627, 8236] 572
[21300, 8236] 584
[20231, 8236] 576
[18954, 8236] 380
[19484, 8236] 402
[20156, 8236] 468
[21241, 8236] 524
[28378, 8236] 832
[28619, 8236] 896
[32792, 8236] 1038
[33414, 8236] 1176
[30162, 8236] 1042
[28748, 8236] 912
[32062, 8236] 1056
[30155, 8236] 1044
[30329, 8236] 934
[30892, 8236] 910
[32020, 8236] 956
[31998, 8236] 908
[32202, 8236] 1052
[25351, 8236] 944
[26326, 8236] 1030
[27443, 8236] 1018
[32562, 8236] 1440
[32746, 8236] 1464
[6686, 6205] 52
[3527, 6205] 110
[8210, 6205] 130
[16230, 6205] 328
[8643, 6205] 146
[10955, 6205] 596
[11356, 6205] 570
[12593, 6205] 550
[13107, 6205] 546
[14605, 6205] 528
[16008, 6205] 510
[12670, 6205] 518
[11407, 6205] 570
[11087, 6205] 602
[15365, 6205] 508
[13420, 6205] 518
[14140, 6205] 376
[17207, 6205] 336
[15728, 6205] 530
[13470, 6205] 478
[18089, 6205] 740
[17812, 6205] 640
[20006, 6205] 774
[18703, 6205] 660
[18458, 6205] 742
[19155, 6205] 764
[19039, 6205] 442
[20436, 6205] 676
[27386, 6205] 812
[21116, 6205] 792
[24352, 6205] 834
[23742, 6205] 832
[20848, 6205] 472
[23411, 6205] 598
